Severity,RaisedBy,Description,Program,RaisedAt,ResolvedAt,Duration
Warning,M001,condition-BLARF!,,2012-09-21T17:17:37Z,2012-09-21T17:17:39Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:17:47Z,2012-09-21T17:17:49Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:17:56Z,2012-09-21T17:17:58Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:18:05Z,2012-09-21T17:18:07Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:18:14Z,2012-09-21T17:18:16Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:18:24Z,2012-09-21T17:18:25Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:18:33Z,2012-09-21T17:18:34Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:18:42Z,2012-09-21T17:18:44Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:18:51Z,2012-09-21T17:18:53Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:19:00Z,2012-09-21T17:19:02Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:19:09Z,2012-09-21T17:19:11Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:19:18Z,2012-09-21T17:19:20Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:19:28Z,2012-09-21T17:19:29Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:19:37Z,2012-09-21T17:19:38Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:19:46Z,2012-09-21T17:19:47Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:19:55Z,2012-09-21T17:19:56Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:20:04Z,2012-09-21T17:20:05Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:20:13Z,2012-09-21T17:20:14Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:20:22Z,2012-09-21T17:20:23Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:20:31Z,2012-09-21T17:20:32Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:20:40Z,2012-09-21T17:20:41Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:20:49Z,2012-09-21T17:20:50Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:20:58Z,2012-09-21T17:20:59Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:21:07Z,2012-09-21T17:21:08Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:21:16Z,2012-09-21T17:21:17Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:21:25Z,2012-09-21T17:21:26Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:21:34Z,2012-09-21T17:21:35Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:21:43Z,2012-09-21T17:21:44Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:21:52Z,2012-09-21T17:21:53Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:22:01Z,2012-09-21T17:22:02Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:22:10Z,2012-09-21T17:22:11Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:22:19Z,2012-09-21T17:22:20Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:22:28Z,2012-09-21T17:22:29Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:22:37Z,2012-09-21T17:22:38Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:22:46Z,2012-09-21T17:22:48Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:22:55Z,2012-09-21T17:22:57Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:23:04Z,2012-09-21T17:23:06Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:23:13Z,2012-09-21T17:23:15Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:23:22Z,2012-09-21T17:23:24Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:23:31Z,2012-09-21T17:23:33Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:23:40Z,2012-09-21T17:23:42Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:23:49Z,2012-09-21T17:23:51Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:23:59Z,2012-09-21T17:24:00Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:24:08Z,2012-09-21T17:24:09Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:24:17Z,2012-09-21T17:24:18Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:37:54Z,2012-09-21T17:37:56Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:38:02Z,2012-09-21T17:38:04Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:38:10Z,2012-09-21T17:38:12Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:38:17Z,2012-09-21T17:38:19Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:38:25Z,2012-09-21T17:38:27Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:38:33Z,2012-09-21T17:38:35Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:38:41Z,2012-09-21T17:38:43Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:38:48Z,2012-09-21T17:38:50Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:38:56Z,2012-09-21T17:38:58Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:39:04Z,2012-09-21T17:39:06Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:39:12Z,2012-09-21T17:39:14Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:39:19Z,2012-09-21T17:39:21Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:39:27Z,2012-09-21T17:39:29Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:39:35Z,2012-09-21T17:39:37Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:39:43Z,2012-09-21T17:39:45Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:39:50Z,2012-09-21T17:39:52Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:39:58Z,2012-09-21T17:40:00Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:40:06Z,2012-09-21T17:40:08Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:40:13Z,2012-09-21T17:40:15Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:40:21Z,2012-09-21T17:40:23Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:40:29Z,2012-09-21T17:40:31Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:40:36Z,2012-09-21T17:40:38Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:40:44Z,2012-09-21T17:40:46Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:40:52Z,2012-09-21T17:40:53Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:40:59Z,2012-09-21T17:41:01Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:41:07Z,2012-09-21T17:41:08Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:41:14Z,2012-09-21T17:41:16Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:41:22Z,2012-09-21T17:41:23Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:41:29Z,2012-09-21T17:41:31Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:41:37Z,2012-09-21T17:41:39Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:41:45Z,2012-09-21T17:41:46Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:41:52Z,2012-09-21T17:41:54Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:42:00Z,2012-09-21T17:42:01Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:42:07Z,2012-09-21T17:42:09Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:42:15Z,2012-09-21T17:42:16Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:42:22Z,2012-09-21T17:42:24Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:42:30Z,2012-09-21T17:42:31Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:42:37Z,2012-09-21T17:42:39Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:42:45Z,2012-09-21T17:42:46Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:42:52Z,2012-09-21T17:42:54Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T17:43:00Z,2012-09-21T17:43:01Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:43:08Z,2012-09-21T17:43:09Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:43:15Z,2012-09-21T17:43:16Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:43:23Z,2012-09-21T17:43:24Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:43:30Z,2012-09-21T17:43:31Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:43:37Z,2012-09-21T17:43:38Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:43:44Z,2012-09-21T17:43:45Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:43:51Z,2012-09-21T17:43:52Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:43:59Z,2012-09-21T17:44:00Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:44:06Z,2012-09-21T17:44:07Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:44:13Z,2012-09-21T17:44:14Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:44:20Z,2012-09-21T17:44:21Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:44:27Z,2012-09-21T17:44:28Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:44:34Z,2012-09-21T17:44:35Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:44:41Z,2012-09-21T17:44:42Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:44:48Z,2012-09-21T17:44:49Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:44:55Z,2012-09-21T17:44:56Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:45:02Z,2012-09-21T17:45:03Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:45:17Z,2012-09-21T17:45:18Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:45:46Z,2012-09-21T17:45:47Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:46:01Z,2012-09-21T17:46:02Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:46:16Z,2012-09-21T17:46:17Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:46:31Z,2012-09-21T17:46:32Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T17:46:46Z,2012-09-21T17:46:47Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T18:00:25Z,2012-09-21T18:00:26Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T18:00:31Z,2012-09-21T18:00:32Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T18:00:37Z,2012-09-21T18:00:39Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T18:00:43Z,2012-09-21T18:00:45Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T18:00:49Z,2012-09-21T18:00:51Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T18:00:56Z,2012-09-21T18:00:57Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T18:01:02Z,2012-09-21T18:01:04Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T18:01:08Z,2012-09-21T18:01:10Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T18:01:15Z,2012-09-21T18:01:16Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T18:01:21Z,2012-09-21T18:01:23Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T18:01:27Z,2012-09-21T18:01:29Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T18:01:33Z,2012-09-21T18:01:35Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T18:01:39Z,2012-09-21T18:01:41Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T18:01:45Z,2012-09-21T18:01:47Z,00:00:02
Warning,M001,condition-BLARF!,,2012-09-21T18:01:52Z,2012-09-21T18:01:53Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T18:01:58Z,2012-09-21T18:01:59Z,00:00:01
Warning,M001,condition-BLARF!,,2012-09-21T18:02:04Z,2012-09-21T18:02:05Z,00:00:01
